fitness_func,selection,xo,xo_prob,mutation,mut_prob,run,generation,fitness,final nutrients diff,food variety,Additional info,pop
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,45,26741.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,46,26741.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,47,26714.8,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,48,26684.0,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,49,26684.0,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,50,26552.7,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,51,26552.7,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,52,26552.7,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,53,26531.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,54,26531.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,55,26278.9,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,56,26096.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,57,25763.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,58,25328.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,59,25328.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,60,24307.8,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,61,23969.0,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,62,23562.2,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,63,23472.9,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,64,23106.1,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,65,23032.9,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,66,23032.9,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,67,22855.3,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,68,22736.8,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,69,22398.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,70,22398.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,71,21887.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,72,21887.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,73,21887.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
fitness_each_shortfall,fps,fitness_dependent_xo,0.8,swap_mutation,0.15,2,74,21887.4,,,{'fitness_dependent_xo_var': 'uniform_xo'},10
